Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT/ACT,College,Admitted,Enrolled,College_GPA
4881,3,3,F,0,1,3.50,1150,Business & Economics,No,No,
4882,7,6,M,1,0,3.25,1390,Arts & Letters,No,No,
4883,7,7,M,1,0,2.98,1000,Business & Economics,No,No,
4884,7,6,F,0,1,3.30,1290,Arts & Letters,No,No,
4885,6,4,M,1,0,3.96,1310,Business & Economics,No,No,
4886,6,7,M,1,0,3.10,910,Business & Economics,No,No,
4887,6,6,F,1,0,3.91,1170,Business & Economics,No,No,
4888,6,6,F,0,0,3.67,980,Arts & Letters,Yes,No,
4889,7,6,F,1,0,3.28,1180,Arts & Letters,No,No,
4890,4,5,M,0,0,3.95,1130,Business & Economics,Yes,Yes,3.033
4891,7,7,M,1,0,3.85,1150,Arts & Letters,Yes,No,
4892,6,6,M,0,0,3.56,1170,Business & Economics,No,No,
4893,7,7,M,1,0,2.59,1270,Arts & Letters,No,No,
4894,7,2,M,0,0,3.75,1190,Math & Science,Yes,Yes,2.698
4895,4,5,F,0,0,3.52,880,Arts & Letters,No,No,
4896,6,5,F,1,0,3.89,1350,Arts & Letters,Yes,No,
4897,4,7,M,0,1,3.50,1170,Business & Economics,No,No,
4898,7,5,F,0,1,3.62,1360,Arts & Letters,No,No,
4899,4,7,M,1,0,3.63,1040,Arts & Letters,No,No,
4900,4,3,F,0,0,3.32,1230,Arts & Letters,No,No,
4901,7,6,F,0,0,4.00,1370,Arts & Letters,Yes,No,
4902,6,6,M,0,1,3.50,1060,Business & Economics,No,No,
4903,6,7,F,0,1,3.45,1130,Math & Science,No,No,
4904,7,7,F,1,0,3.74,1200,Arts & Letters,No,No,
4905,6,6,F,0,1,3.33,1300,Business & Economics,No,No,
4906,7,6,F,1,0,3.86,1370,Arts & Letters,Yes,No,
4907,5,5,M,1,0,3.59,1040,Math & Science,No,No,
4908,7,7,F,1,0,3.50,1220,Math & Science,No,No,
4909,6,5,F,1,0,3.45,1040,Arts & Letters,No,No,
4910,7,6,M,1,0,1.95,1070,Business & Economics,No,No,
4911,7,6,M,0,1,3.64,1280,Business & Economics,No,No,
4912,4,6,M,0,0,3.68,1130,Arts & Letters,No,Yes,3.325
4913,7,4,M,1,0,4.09,1410,Arts & Letters,Yes,Yes,3.854
4914,6,2,F,0,1,3.21,960,Business & Economics,No,No,
4915,6,6,F,1,0,3.14,860,Arts & Letters,No,No,
4916,7,4,F,1,0,3.92,1330,Math & Science,Yes,No,
4917,6,4,F,1,0,3.54,950,Arts & Letters,No,No,
4918,6,6,M,0,1,4.09,1200,Math & Science,No,No,
4919,4,3,F,1,0,4.00,1040,Business & Economics,No,No,
4920,6,6,M,1,0,2.81,790,Business & Economics,No,No,
4921,6,6,M,1,0,2.38,1080,Business & Economics,No,No,
4922,6,6,F,1,0,3.82,1040,Math & Science,No,No,
4923,2,5,M,1,0,4.30,1170,Math & Science,Yes,No,
4924,4,3,M,0,0,2.15,690,Math & Science,No,No,
4925,1,1,M,0,0,3.78,950,Arts & Letters,Yes,No,
4926,6,4,F,1,0,3.75,860,Business & Economics,No,No,
4927,1,1,M,0,0,4.23,1040,Math & Science,Yes,No,
4928,1,1,M,0,0,3.58,1090,Math & Science,Yes,No,
4929,6,3,M,0,0,2.80,1030,Math & Science,No,No,
4930,2,1,M,0,0,4.25,920,Arts & Letters,Yes,No,
4931,4,4,M,1,0,3.45,1150,Math & Science,No,No,
4932,6,5,M,1,0,3.41,1220,Math & Science,No,No,
4933,6,7,F,1,0,3.68,1310,Business & Economics,Yes,No,
4934,2,4,M,0,0,3.82,830,Math & Science,No,No,
4935,7,7,F,1,0,3.60,1100,Math & Science,No,No,
4936,6,6,F,1,0,3.95,1330,Math & Science,Yes,No,
4937,6,6,F,1,0,4.25,1150,Math & Science,No,No,
4938,3,6,F,0,1,4.26,1350,Math & Science,Yes,No,
4939,6,4,F,0,1,3.27,1180,Arts & Letters,No,No,
4940,2,3,F,0,0,3.76,830,Arts & Letters,No,No,
4941,7,7,M,0,0,3.30,1220,Arts & Letters,Yes,Yes,3.087
4942,6,7,M,1,0,3.60,1310,Business & Economics,No,No,
4943,6,7,F,0,0,3.95,1290,Business & Economics,Yes,No,
4944,7,6,F,1,0,3.52,1110,Business & Economics,No,No,
4945,6,7,F,1,0,3.71,1220,Arts & Letters,No,No,
4946,7,7,F,0,0,4.12,1190,Math & Science,No,No,
4947,1,3,F,0,0,3.70,770,Arts & Letters,No,No,
4948,3,3,M,1,0,4.14,1290,Business & Economics,Yes,No,
4949,3,3,M,0,0,3.33,1050,Business & Economics,Yes,Yes,2.773
4950,1,1,F,0,0,4.17,1150,Arts & Letters,No,No,
4951,3,3,F,0,0,3.50,800,Arts & Letters,No,No,
4952,7,7,M,1,0,3.54,1320,Math & Science,No,No,
4953,6,6,M,0,0,3.85,1080,Arts & Letters,Yes,Yes,3.068
4954,7,7,F,1,0,4.15,1240,Arts & Letters,No,No,
4955,6,5,F,0,1,3.75,1280,Arts & Letters,Yes,No,
4956,2,5,F,0,0,3.07,620,Business & Economics,No,No,
4957,7,7,F,0,0,4.04,1420,Math & Science,Yes,No,
4958,3,5,F,0,0,3.72,1130,Math & Science,No,No,
4959,3,3,M,1,0,3.62,1160,Business & Economics,No,No,
4960,7,7,M,1,0,3.18,1160,Math & Science,No,No,
4961,6,6,F,1,0,4.05,1290,Arts & Letters,No,No,
4962,7,7,M,1,0,3.96,1290,Math & Science,Yes,No,
4963,7,5,F,1,0,3.71,1140,Arts & Letters,No,No,
4964,7,7,F,0,1,4.12,1550,Business & Economics,Yes,No,
4965,7,6,M,1,0,4.17,1450,Math & Science,Yes,No,
4966,6,6,M,0,1,2.96,1200,Business & Economics,No,No,
4967,4,3,F,1,0,3.50,1030,Arts & Letters,No,No,
4968,7,6,F,0,1,4.17,1210,Business & Economics,Yes,No,
4969,7,6,M,0,1,3.38,1280,Math & Science,No,No,
4970,5,6,F,0,1,3.77,1310,Arts & Letters,No,No,
4971,6,6,F,0,1,3.08,1080,Math & Science,No,No,
4972,7,7,M,0,1,3.42,1390,Math & Science,No,No,
4973,5,6,F,1,0,3.61,1140,Math & Science,No,No,
4974,6,5,M,1,0,4.17,1420,Math & Science,Yes,No,
4975,7,6,M,1,0,3.95,1380,Business & Economics,Yes,No,
4976,4,1,M,0,0,3.11,1050,Math & Science,No,No,
4977,6,7,F,1,0,4.09,1470,Arts & Letters,Yes,No,
4978,6,6,M,0,1,3.23,1200,Business & Economics,No,No,
4979,7,4,F,0,0,3.10,1170,Arts & Letters,No,No,
4980,4,6,M,0,0,2.06,740,Business & Economics,No,No,
4981,6,7,F,1,0,3.79,1190,Arts & Letters,Yes,No,
4982,6,5,F,1,0,4.00,1300,Arts & Letters,No,No,
4983,7,6,M,1,0,3.39,1290,Business & Economics,Yes,No,
4984,7,6,M,1,0,3.25,1230,Arts & Letters,No,No,
4985,7,6,M,0,0,3.41,1320,Business & Economics,No,No,
4986,7,7,F,1,0,3.85,1270,Math & Science,Yes,No,
4987,5,5,M,0,1,3.14,1160,Math & Science,No,No,
4988,7,6,F,1,0,3.18,1100,Arts & Letters,No,No,
4989,6,6,M,1,0,3.90,1320,Business & Economics,Yes,Yes,3.392
4990,6,6,F,1,0,3.65,1030,Arts & Letters,Yes,No,
4991,7,7,M,1,0,3.20,1100,Business & Economics,No,No,
4992,1,3,M,0,0,4.30,830,Math & Science,No,No,
4993,6,4,M,0,0,2.95,1110,Arts & Letters,No,No,
4994,7,7,F,0,0,3.33,1160,Math & Science,No,No,
4995,4,4,F,0,1,3.57,1380,Math & Science,No,No,
4996,5,7,F,1,0,4.17,1290,Arts & Letters,Yes,No,
4997,6,1,F,0,1,4.29,1290,Math & Science,Yes,No,
4998,1,5,F,0,0,3.12,860,Arts & Letters,No,No,
4999,6,6,M,0,1,2.29,950,Math & Science,No,No,
5000,7,6,F,0,1,4.07,1340,Math & Science,Yes,No,
5001,6,4,M,0,1,3.84,1240,Business & Economics,No,No,
5002,5,2,F,0,1,3.95,1190,Math & Science,Yes,No,
5003,5,6,F,0,1,3.71,1170,Business & Economics,No,No,
5004,6,6,F,0,1,3.65,1080,Arts & Letters,No,No,
5005,6,6,F,1,0,4.14,1120,Math & Science,Yes,No,
5006,6,6,F,1,0,3.18,830,Arts & Letters,No,No,
5007,3,3,M,1,0,3.65,1030,Math & Science,No,No,
5008,7,5,F,1,0,4.00,1170,Math & Science,No,No,
5009,6,6,F,0,1,3.96,1340,Arts & Letters,Yes,No,
5010,1,4,M,0,0,4.00,790,Business & Economics,Yes,No,
5011,1,1,F,0,0,3.83,1070,Arts & Letters,No,No,
5012,7,6,M,1,0,3.59,1060,Arts & Letters,No,No,
5013,1,1,F,0,0,3.41,800,Math & Science,Yes,No,
5014,7,4,F,1,0,3.73,1270,Math & Science,No,No,
5015,2,4,F,0,0,2.86,940,Arts & Letters,No,No,
5016,7,3,M,1,0,3.27,1140,Math & Science,No,No,
5017,7,5,F,1,0,2.57,850,Arts & Letters,No,No,
5018,1,1,M,0,0,3.90,1060,Arts & Letters,Yes,No,
5019,4,2,F,0,1,2.95,1030,Arts & Letters,No,No,
5020,6,7,F,1,0,3.54,1280,Arts & Letters,No,No,
5021,6,6,M,0,1,3.50,1350,Business & Economics,No,No,
5022,4,7,F,1,0,4.09,1330,Math & Science,Yes,No,
5023,4,4,F,1,0,4.14,1210,Math & Science,No,No,
5024,6,4,F,1,0,3.58,1000,Arts & Letters,No,No,
5025,4,6,F,1,0,4.36,1180,Arts & Letters,No,No,
5026,6,6,M,1,0,2.95,1270,Arts & Letters,No,No,
5027,7,6,F,0,0,3.65,1300,Arts & Letters,Yes,No,
5028,1,3,F,0,1,3.43,1160,Arts & Letters,No,No,
5029,6,4,F,0,0,3.00,910,Arts & Letters,No,No,
5030,7,7,M,0,1,4.04,1270,Math & Science,Yes,No,
5031,4,4,F,0,0,3.00,940,Math & Science,No,No,
5032,3,4,F,0,0,3.59,1000,Arts & Letters,No,No,
5033,6,6,M,1,0,3.96,1040,Math & Science,No,No,
5034,6,6,M,1,0,2.85,1190,Arts & Letters,No,No,
5035,7,7,F,0,0,3.08,970,Arts & Letters,No,No,
5036,7,7,M,1,0,3.41,1260,Arts & Letters,Yes,Yes,3.523
5037,7,7,M,0,1,4.17,1530,Math & Science,Yes,No,
5038,7,6,F,1,0,3.05,930,Business & Economics,No,No,
5039,3,3,M,0,0,3.65,730,Arts & Letters,No,No,
5040,7,7,M,1,0,3.44,1180,Arts & Letters,No,No,
5041,6,6,M,1,0,2.50,960,Business & Economics,No,No,
5042,6,6,M,0,0,4.27,1170,Business & Economics,Yes,No,
5043,4,3,F,0,0,3.11,920,Math & Science,No,No,
5044,7,6,M,0,1,3.86,1520,Math & Science,Yes,No,
5045,6,7,F,1,0,4.15,1300,Math & Science,Yes,No,
5046,4,5,M,1,0,3.73,1340,Math & Science,Yes,Yes,3.603
5047,7,6,M,1,0,3.80,1270,Business & Economics,Yes,Yes,3.532
5048,7,6,M,1,0,3.44,1320,Business & Economics,Yes,No,
5049,7,6,F,0,1,2.86,930,Math & Science,No,No,
5050,7,6,F,0,1,3.77,1360,Math & Science,Yes,No,
5051,7,7,F,1,0,3.05,1240,Arts & Letters,No,No,
5052,4,6,F,0,0,3.90,850,Business & Economics,No,No,
5053,7,7,M,0,0,2.72,1100,Business & Economics,No,No,
5054,7,4,F,1,0,3.36,950,Arts & Letters,No,No,
5055,7,6,F,1,0,4.00,1360,Arts & Letters,Yes,No,
5056,3,6,F,1,0,3.84,1100,Business & Economics,No,No,
5057,4,4,F,1,0,4.00,1170,Math & Science,No,No,
5058,7,7,M,1,0,3.04,1150,Business & Economics,No,No,
5059,6,7,M,1,0,3.50,1490,Business & Economics,No,No,
5060,7,7,M,1,0,4.15,1190,Math & Science,Yes,No,
5061,6,4,F,1,0,3.32,1090,Arts & Letters,Yes,No,
5062,3,3,F,1,0,3.32,1190,Math & Science,No,No,
5063,6,6,M,1,0,3.82,1300,Arts & Letters,Yes,No,
5064,6,6,F,1,0,4.18,1340,Arts & Letters,Yes,No,
5065,3,1,F,0,0,4.09,1070,Arts & Letters,No,No,
5066,6,6,F,0,1,2.90,1210,Business & Economics,No,No,
5067,3,3,F,1,0,2.65,830,Business & Economics,No,No,
5068,6,6,F,0,1,4.07,1390,Business & Economics,Yes,No,
5069,6,6,F,1,0,4.04,1260,Arts & Letters,No,No,
5070,1,1,M,0,0,3.75,810,Arts & Letters,No,No,
5071,4,4,M,0,0,3.39,1210,Arts & Letters,No,No,
5072,3,3,F,0,0,2.95,700,Math & Science,No,No,
5073,5,6,M,1,0,3.85,1410,Arts & Letters,Yes,No,
5074,2,3,F,0,1,2.88,930,Arts & Letters,No,No,
5075,6,6,F,1,0,3.54,1040,Math & Science,Yes,No,
5076,6,6,F,1,0,4.18,1480,Arts & Letters,Yes,No,
5077,7,6,F,1,0,4.15,1330,Arts & Letters,Yes,No,
5078,5,7,F,1,0,3.90,1200,Math & Science,No,No,
5079,7,7,F,1,0,3.82,1280,Arts & Letters,No,No,
5080,1,1,F,0,0,3.55,830,Math & Science,No,No,
5081,4,4,M,0,0,2.77,850,Arts & Letters,No,No,
5082,7,7,M,0,0,3.00,860,Arts & Letters,No,No,
5083,6,7,M,0,0,3.62,1170,Business & Economics,No,No,
5084,4,4,F,1,0,2.80,1040,Arts & Letters,No,No,
5085,4,4,M,1,0,3.55,1280,Business & Economics,Yes,Yes,3.296
5086,6,4,F,1,0,3.92,1320,Math & Science,No,No,
5087,6,7,M,0,1,3.15,1170,Arts & Letters,No,No,
5088,6,7,F,1,0,3.50,1070,Business & Economics,No,No,
5089,3,4,M,1,0,2.91,980,Math & Science,No,No,
5090,4,4,F,0,0,3.32,1100,Arts & Letters,Yes,No,
5091,6,4,F,1,0,4.04,1170,Math & Science,Yes,No,
5092,3,6,F,0,0,4.05,1380,Arts & Letters,Yes,No,
5093,4,6,F,0,1,3.14,1000,Business & Economics,No,No,
5094,3,3,F,0,0,3.71,950,Arts & Letters,No,No,
5095,7,6,M,1,0,4.27,1430,Arts & Letters,Yes,No,
5096,5,5,F,1,0,3.79,1100,Arts & Letters,No,No,
5097,7,6,M,1,0,3.55,1350,Business & Economics,Yes,No,
5098,7,5,F,0,1,3.50,1110,Arts & Letters,No,No,
5099,3,4,F,0,0,3.25,1100,Math & Science,No,No,
5100,6,3,M,1,0,3.15,1100,Business & Economics,No,No,
5101,6,6,M,1,0,3.40,1140,Business & Economics,No,No,
5102,6,6,M,1,0,3.29,1030,Arts & Letters,No,No,
5103,6,6,M,1,0,3.79,1190,Arts & Letters,No,No,
5104,7,7,M,1,0,3.85,1180,Business & Economics,No,No,
5105,7,7,M,1,0,3.62,1420,Business & Economics,Yes,Yes,3.122
5106,5,7,F,1,0,3.13,1120,Math & Science,No,No,
5107,7,7,F,1,0,3.63,1200,Math & Science,No,No,
5108,6,4,M,1,0,4.32,1290,Arts & Letters,Yes,Yes,3.280
5109,6,6,M,1,0,3.50,1170,Math & Science,No,No,
5110,7,6,M,1,0,3.64,1370,Business & Economics,Yes,Yes,2.625
5111,4,5,F,1,0,3.96,1000,Arts & Letters,No,No,
5112,6,4,F,1,0,3.67,1230,Business & Economics,No,No,
5113,7,7,F,1,0,3.61,1460,Math & Science,Yes,No,
5114,7,7,F,1,0,3.25,1090,Arts & Letters,No,No,
5115,1,1,F,0,0,3.38,1050,Arts & Letters,No,No,
5116,6,6,F,1,0,3.38,1030,Business & Economics,No,No,
5117,3,4,F,0,0,3.57,940,Math & Science,No,No,
5118,6,5,M,1,0,3.60,990,Business & Economics,No,No,
5119,7,4,F,0,0,2.45,1110,Arts & Letters,No,No,
5120,7,7,M,1,0,3.46,1330,Arts & Letters,Yes,No,
5121,3,3,F,0,1,3.69,1210,Business & Economics,Yes,No,
5122,7,6,F,1,0,4.14,1240,Arts & Letters,Yes,No,
5123,4,7,M,1,0,4.08,1270,Arts & Letters,Yes,Yes,3.912
5124,6,6,F,0,0,3.95,1530,Math & Science,Yes,No,
5125,7,7,M,1,0,3.64,1280,Math & Science,No,No,
5126,5,4,M,1,0,4.00,1320,Business & Economics,No,Yes,3.513
5127,4,4,F,0,1,4.31,1460,Math & Science,Yes,No,
5128,7,6,M,0,0,3.26,1490,Math & Science,Yes,No,
5129,7,4,M,1,0,3.00,1210,Math & Science,No,No,
5130,7,7,F,0,1,3.75,1180,Arts & Letters,No,No,
5131,6,7,F,1,0,3.32,1010,Arts & Letters,No,No,
5132,6,7,M,0,0,2.68,960,Arts & Letters,No,No,
5133,2,7,M,1,0,3.62,1190,Math & Science,No,No,
5134,7,6,M,0,0,3.64,1010,Business & Economics,No,No,
5135,6,6,M,0,0,3.57,1130,Math & Science,No,No,
5136,2,2,M,0,1,3.83,1110,Arts & Letters,No,No,
5137,1,1,F,0,0,3.56,1150,Arts & Letters,Yes,No,
5138,6,6,F,0,1,3.32,1180,Business & Economics,No,No,
5139,7,6,F,1,0,4.40,1480,Business & Economics,Yes,No,
5140,7,6,M,1,0,4.33,1290,Arts & Letters,Yes,No,
5141,6,6,F,1,0,3.91,1250,Math & Science,No,No,
5142,6,1,F,0,1,3.88,1310,Math & Science,Yes,No,
5143,6,6,F,0,1,3.81,1090,Arts & Letters,Yes,No,
5144,4,6,F,1,0,3.72,1290,Business & Economics,No,No,
5145,6,6,F,0,0,3.55,1130,Arts & Letters,No,No,
5146,6,7,M,0,1,3.14,1000,Arts & Letters,No,No,
5147,5,7,M,1,0,3.70,1360,Arts & Letters,Yes,No,
5148,3,3,M,0,1,3.92,990,Business & Economics,Yes,No,
5149,7,6,F,0,0,3.55,1210,Math & Science,No,No,
5150,6,7,M,0,1,4.04,1370,Math & Science,Yes,No,
5151,7,7,M,1,0,3.80,1300,Business & Economics,No,No,
5152,6,7,F,1,0,4.15,1070,Arts & Letters,Yes,No,
5153,6,7,M,1,0,3.30,1110,Math & Science,No,No,
5154,7,7,F,1,0,3.40,1090,Arts & Letters,No,No,
5155,6,7,M,1,0,3.29,1060,Math & Science,No,Yes,2.453
5156,6,6,M,0,1,3.68,1240,Arts & Letters,Yes,Yes,3.248
5157,6,4,F,0,1,4.25,1330,Math & Science,No,No,
5158,7,6,F,1,0,3.73,1290,Math & Science,No,No,
5159,7,7,M,1,0,4.17,1230,Math & Science,Yes,Yes,3.993
5160,7,6,F,1,0,3.57,1090,Business & Economics,No,No,
5161,7,6,M,0,1,3.68,1390,Business & Economics,Yes,Yes,2.821
5162,7,7,M,0,0,3.75,1320,Business & Economics,No,No,
5163,3,3,F,0,0,4.18,1180,Arts & Letters,No,No,
5164,7,7,M,0,0,3.25,1100,Arts & Letters,No,No,
5165,6,6,F,1,0,3.81,1290,Math & Science,Yes,No,
5166,7,7,F,0,1,4.09,1210,Arts & Letters,Yes,No,
5167,7,6,F,1,0,3.64,1130,Math & Science,No,No,
5168,4,3,F,0,0,4.32,1340,Math & Science,Yes,No,
5169,6,6,M,0,0,3.96,1520,Arts & Letters,No,No,
5170,4,4,F,0,0,4.00,1210,Arts & Letters,No,No,
5171,6,7,M,1,0,3.68,1230,Business & Economics,No,No,
5172,4,4,F,0,0,3.86,1090,Math & Science,No,No,
5173,7,7,M,0,1,4.00,1400,Business & Economics,Yes,Yes,3.097
5174,7,7,M,1,0,3.50,1430,Math & Science,Yes,Yes,3.309
5175,4,7,F,1,0,4.10,1130,Business & Economics,No,No,
5176,7,7,M,1,0,3.45,1140,Arts & Letters,No,No,
5177,6,6,M,1,0,2.73,980,Arts & Letters,No,No,
5178,6,4,F,1,0,3.96,1150,Business & Economics,Yes,No,
5179,6,5,M,1,0,3.68,1110,Arts & Letters,No,Yes,3.204
5180,6,4,M,1,0,3.53,1240,Business & Economics,No,No,
5181,3,6,F,0,0,3.48,1150,Arts & Letters,No,No,
5182,7,6,M,0,1,2.96,1270,Business & Economics,No,No,
5183,7,4,M,1,0,4.05,1180,Math & Science,No,Yes,3.530
5184,4,6,M,0,0,3.45,1170,Math & Science,No,Yes,2.466
5185,3,6,M,1,0,3.58,1330,Math & Science,No,No,
5186,5,5,F,0,1,3.92,1060,Arts & Letters,Yes,No,
5187,7,6,M,1,0,3.76,1150,Arts & Letters,No,No,
5188,6,6,M,1,0,3.17,1050,Business & Economics,No,No,
5189,6,6,M,1,0,3.78,1430,Business & Economics,Yes,No,
5190,6,4,M,1,0,3.96,1280,Arts & Letters,Yes,Yes,3.674
5191,4,6,M,1,0,3.05,1020,Math & Science,No,No,
5192,6,7,F,1,0,3.73,1390,Arts & Letters,No,No,
5193,3,7,F,1,0,3.05,980,Math & Science,No,No,
5194,4,4,F,0,0,3.19,1040,Arts & Letters,No,No,
5195,6,6,M,0,0,4.19,1540,Math & Science,Yes,No,
5196,6,6,M,0,1,3.79,1320,Business & Economics,Yes,Yes,2.517
5197,6,6,F,1,0,4.08,1460,Math & Science,Yes,No,
5198,7,6,F,1,0,3.65,1360,Arts & Letters,Yes,No,
5199,4,4,F,1,0,3.88,1240,Math & Science,Yes,No,
5200,7,7,F,0,1,3.39,1070,Math & Science,No,No,
5201,6,6,M,1,0,2.95,1110,Business & Economics,No,No,
5202,6,6,F,1,0,3.15,1100,Arts & Letters,No,No,
5203,6,6,M,1,0,4.14,1420,Arts & Letters,Yes,No,
5204,3,3,F,0,0,4.30,1260,Math & Science,No,No,
5205,7,6,F,0,0,3.92,1370,Business & Economics,No,No,
5206,6,6,M,0,0,4.01,1380,Business & Economics,Yes,No,
5207,7,5,M,1,0,3.92,1370,Arts & Letters,No,No,
5208,4,4,M,1,0,3.09,1200,Arts & Letters,No,No,
5209,3,4,F,1,0,3.62,1300,Arts & Letters,No,No,
5210,3,7,M,1,0,3.91,1230,Math & Science,Yes,Yes,3.028
5211,7,7,M,1,0,3.41,1330,Business & Economics,No,No,
5212,4,4,M,1,0,2.78,1150,Arts & Letters,No,No,
5213,4,5,F,1,0,2.61,1170,Arts & Letters,No,No,
5214,6,3,F,1,0,3.65,1230,Math & Science,No,No,
5215,6,7,M,1,0,3.24,1140,Arts & Letters,No,No,
5216,7,6,F,1,0,3.71,1270,Business & Economics,Yes,No,
5217,6,7,M,1,0,4.32,1570,Math & Science,Yes,Yes,3.243
5218,4,4,F,1,0,4.19,1050,Business & Economics,Yes,No,
5219,6,4,F,1,0,3.45,1190,Arts & Letters,Yes,No,
5220,7,4,M,0,0,4.23,1420,Arts & Letters,No,Yes,3.812
5221,6,6,M,1,0,3.46,790,Business & Economics,No,No,
5222,6,6,M,1,0,3.83,1490,Business & Economics,Yes,Yes,2.910
5223,6,7,F,0,1,4.09,1350,Math & Science,Yes,No,
5224,7,4,F,1,0,3.40,1270,Arts & Letters,Yes,No,
5225,7,4,F,0,0,3.50,1300,Math & Science,No,No,
5226,7,4,F,1,0,4.04,1300,Arts & Letters,Yes,No,
5227,7,7,F,0,1,3.71,1410,Arts & Letters,Yes,No,
5228,7,7,F,1,0,4.08,1270,Math & Science,Yes,No,
5229,6,6,F,1,0,4.26,1490,Math & Science,Yes,No,
5230,7,7,M,1,0,3.68,1190,Arts & Letters,Yes,Yes,3.764
5231,4,4,F,1,0,4.00,1400,Arts & Letters,Yes,No,
5232,7,7,M,1,0,3.48,1380,Business & Economics,Yes,Yes,3.251
5233,6,7,M,1,0,4.05,1460,Math & Science,Yes,No,
5234,6,6,F,1,0,3.33,1210,Business & Economics,No,No,
5235,7,4,F,1,0,4.18,1270,Arts & Letters,No,No,
5236,3,3,M,0,0,3.14,1140,Math & Science,No,No,
5237,7,6,F,1,0,4.27,1320,Arts & Letters,Yes,No,
5238,7,7,M,1,0,4.17,1430,Business & Economics,Yes,No,
5239,7,7,F,1,0,3.90,1210,Arts & Letters,Yes,No,
5240,6,6,M,1,0,3.25,1190,Arts & Letters,No,Yes,2.740
5241,7,6,F,0,0,4.00,1430,Math & Science,Yes,No,
5242,7,7,M,1,0,4.09,1520,Business & Economics,Yes,No,
5243,7,7,F,1,0,4.08,1470,Math & Science,Yes,No,
5244,7,4,F,1,0,4.10,1170,Math & Science,No,No,
5245,6,6,F,1,0,3.96,1480,Arts & Letters,Yes,No,
5246,6,6,M,1,0,3.76,1270,Business & Economics,Yes,Yes,3.110
5247,6,6,M,0,0,3.58,1180,Arts & Letters,Yes,Yes,3.466
5248,6,7,F,1,0,3.75,990,Arts & Letters,No,No,
5249,6,6,F,0,0,3.80,1380,Arts & Letters,No,No,
5250,7,4,M,1,0,3.57,1440,Arts & Letters,Yes,Yes,2.430
5251,4,6,M,1,0,4.09,1170,Math & Science,No,No,
5252,6,6,F,0,1,3.73,1150,Math & Science,No,No,
5253,7,6,F,1,0,3.46,1150,Arts & Letters,No,No,
5254,3,6,F,1,0,4.04,1380,Math & Science,Yes,No,
5255,6,7,F,1,0,3.77,1220,Arts & Letters,No,No,
5256,6,4,M,1,0,4.00,1490,Arts & Letters,Yes,No,
5257,7,6,F,0,1,4.17,1420,Arts & Letters,Yes,No,
5258,6,6,M,1,0,3.55,1250,Business & Economics,No,No,
5259,6,5,M,1,0,3.58,1270,Arts & Letters,No,No,
5260,7,6,M,1,0,4.00,1270,Business & Economics,Yes,Yes,3.444
5261,6,7,F,1,0,3.91,1170,Arts & Letters,Yes,No,
5262,7,6,F,1,0,3.18,1170,Arts & Letters,Yes,No,
5263,7,6,M,1,0,3.35,1270,Arts & Letters,No,No,
5264,6,4,M,0,1,3.14,1250,Arts & Letters,Yes,Yes,2.584
5265,4,6,M,0,1,3.87,1450,Business & Economics,Yes,No,
5266,3,3,M,0,0,3.48,1010,Math & Science,No,No,
5267,7,7,M,1,0,2.20,1100,Arts & Letters,No,No,
5268,6,7,F,1,0,3.88,1410,Arts & Letters,No,No,
5269,7,7,F,1,0,4.40,1490,Math & Science,Yes,No,
5270,6,7,F,1,0,4.10,1550,Business & Economics,Yes,No,
5271,6,6,F,0,0,4.33,1380,Arts & Letters,Yes,No,
5272,6,4,M,1,0,3.36,1230,Business & Economics,No,No,
5273,6,6,F,1,0,4.25,1330,Arts & Letters,Yes,No,
5274,6,6,M,1,0,4.05,1010,Math & Science,No,Yes,3.658
5275,6,6,M,1,0,4.00,1240,Arts & Letters,Yes,Yes,3.949
5276,5,6,F,1,0,3.15,1050,Math & Science,No,No,
5277,7,6,M,1,0,3.77,1310,Business & Economics,Yes,Yes,3.305
5278,6,6,M,1,0,4.00,1400,Math & Science,Yes,No,
5279,6,4,F,1,0,3.92,1300,Arts & Letters,No,No,
5280,6,7,F,1,0,4.27,1280,Arts & Letters,Yes,No,
5281,6,7,M,1,0,3.95,1250,Business & Economics,Yes,Yes,3.446
5282,6,6,M,0,1,3.50,1360,Business & Economics,Yes,Yes,3.229
5283,6,3,M,1,0,4.08,1440,Business & Economics,Yes,No,
5284,4,6,M,1,0,4.08,1420,Business & Economics,Yes,Yes,3.522
5285,7,7,F,1,0,4.25,1560,Math & Science,Yes,No,
5286,7,4,F,0,0,4.00,1190,Arts & Letters,Yes,No,
5287,6,6,M,1,0,4.09,1490,Business & Economics,Yes,Yes,3.943
5288,5,4,F,1,0,4.11,1220,Arts & Letters,No,No,
5289,7,7,F,1,0,4.20,1550,Math & Science,Yes,No,
5290,6,7,M,1,0,3.71,1060,Business & Economics,Yes,No,
5291,7,6,M,0,0,4.32,1150,Math & Science,Yes,Yes,3.075
5292,7,6,M,1,0,3.23,1160,Math & Science,No,No,
5293,5,6,M,0,1,4.04,1210,Arts & Letters,Yes,Yes,3.520
5294,6,6,F,1,0,4.36,1440,Arts & Letters,Yes,No,
5295,7,6,F,1,0,3.81,1360,Math & Science,Yes,No,
5296,7,7,M,1,0,4.18,1530,Math & Science,Yes,Yes,2.731
5297,7,5,F,1,0,3.46,1170,Business & Economics,No,No,
